nombre,correo,ciclo,carrera,codigo
Lewis Raymond,lewisraymond8101@utec.edu,2,Ingenieria ambiental,202386205
Kennan Morris,kennanmorris@utec.edu,9,Bioingenieria,202269687
Damon Austin,damonaustin9971@utec.edu,4,CS,202127165
Octavia Dixon,octaviadixon9864@utec.edu,1,DS,202224839
Wylie Mcclure,wyliemcclure9057@utec.edu,6,DS,202241888
Christen Watson,christenwatson8629@utec.edu,2,Ingenieria mecatronica,202374568
Quin Gregory,quingregory@utec.edu,2,Ingenieria de la energia,202283101
September Burgess,septemberburgess@utec.edu,3,Ingenieria mecatronica,202246855
Karen Herring,karenherring@utec.edu,9,Ingenieria industrial,202254903
Otto Jacobson,ottojacobson@utec.edu,1,Ingenieria quimica,202298175
Stacey Baxter,staceybaxter446@utec.edu,9,Ingenieria mecatronica,202152926
Callie Moreno,calliemoreno9466@utec.edu,8,DS,202132784
Kelsie Whitney,kelsiewhitney536@utec.edu,8,Ingenieria quimica,202183721
Kim Fulton,kimfulton@utec.edu,8,Ingenieria electronica,202257123
Silas Sykes,silassykes@utec.edu,4,Ingenieria mecanica,202336400
Illana Martinez,illanamartinez@utec.edu,9,Bioingenieria,202188423
Amanda Riddle,amandariddle@utec.edu,2,Ingenieria de la energia,202323761
Ryan Warner,ryanwarner@utec.edu,9,Ingenieria electronica,202213666
Kelsie George,kelsiegeorge@utec.edu,7,DS,202176089
Ila Cameron,ilacameron@utec.edu,1,Ingenieria civil,202159144
Karina Kline,karinakline2261@utec.edu,8,DS,202302494
Phoebe Solis,phoebesolis2167@utec.edu,9,Ingenieria industrial,202328982
Lewis Kemp,lewiskemp@utec.edu,8,Ingenieria industrial,202308197
Benjamin O'connor,benjaminoconnor@utec.edu,2,Ingenieria de la energia,202265312
Samantha Barnes,samanthabarnes@utec.edu,5,Ingenieria ambiental,202210379
Samuel Carr,samuelcarr@utec.edu,10,DS,202108986
Nomlanga Gibbs,nomlangagibbs3364@utec.edu,3,Ingenieria industrial,202261606
Shannon Allison,shannonallison@utec.edu,2,Bioingenieria,202106886
Jordan Morse,jordanmorse1068@utec.edu,3,DS,202387778
Price Smith,pricesmith@utec.edu,2,Ingenieria mecanica,202136381
Palmer Stone,palmerstone@utec.edu,9,CS,202259410
Cynthia Jefferson,cynthiajefferson9974@utec.edu,10,Administracion de negocios,202315449
Chaney Mccoy,chaneymccoy7743@utec.edu,5,Ingenieria industrial,202233828
Elizabeth Woodward,elizabethwoodward8018@utec.edu,5,Ingenieria industrial,202262001
Erica Sherman,ericasherman@utec.edu,4,Administracion de negocios,202314563
Kirsten Robbins,kirstenrobbins@utec.edu,8,Ingenieria electronica,202326648
Hunter Cole,huntercole@utec.edu,1,Ingenieria civil,202146979
Jerry Snow,jerrysnow@utec.edu,6,Ingenieria industrial,202290272
Eaton Kerr,eatonkerr@utec.edu,9,CS,202233792
Patrick Small,patricksmall@utec.edu,6,DS,202124719
Elton Lang,eltonlang@utec.edu,8,Ingenieria quimica,202132959
Flynn Potter,flynnpotter3838@utec.edu,5,Ingenieria mecanica,202104553
Deacon Winters,deaconwinters@utec.edu,8,Bioingenieria,202199415
Rudyard Rollins,rudyardrollins9040@utec.edu,4,Ingenieria quimica,202217155
Rachel Ruiz,rachelruiz@utec.edu,3,Administracion de negocios,202163107
Ira Dickerson,iradickerson@utec.edu,3,Ingenieria industrial,202108659
Lacota Mercer,lacotamercer2670@utec.edu,4,Ingenieria quimica,202298766
Hilel Edwards,hileledwards537@utec.edu,9,Ingenieria quimica,202337375
Barry Lara,barrylara9494@utec.edu,4,Ingenieria ambiental,202335980
Oliver Armstrong,oliverarmstrong6925@utec.edu,6,Ingenieria mecatronica,202327266
Amity Henry,amityhenry6041@utec.edu,10,Ingenieria quimica,202246739
Drake Vargas,drakevargas2092@utec.edu,4,Administracion de negocios,202250568
Cedric Curtis,cedriccurtis7929@utec.edu,8,Ingenieria industrial,202313238
Yoshio Spencer,yoshiospencer@utec.edu,7,Ingenieria quimica,202119607
Keith Finley,keithfinley5676@utec.edu,4,Ingenieria de la energia,202302443
Odysseus Burks,odysseusburks@utec.edu,3,Administracion de negocios,202213780
Eagan Hodges,eaganhodges6584@utec.edu,10,Ingenieria electronica,202275193
Boris Francis,borisfrancis@utec.edu,10,Ingenieria electronica,202133714
Karyn Alston,karynalston8081@utec.edu,7,Ingenieria electronica,202164077
Claire Wiley,clairewiley@utec.edu,9,Bioingenieria,202199299
Trevor Davis,trevordavis@utec.edu,2,DS,202153468
Moana Santiago,moanasantiago@utec.edu,6,Ingenieria mecatronica,202222511
Burton Snow,burtonsnow1039@utec.edu,8,Ingenieria ambiental,202346505
Jolene Durham,jolenedurham4607@utec.edu,8,Bioingenieria,202222949
India Hester,indiahester8193@utec.edu,2,Ingenieria industrial,202141817
Avram Dorsey,avramdorsey4034@utec.edu,5,Ingenieria mecatronica,202293902
Stephen Mathews,stephenmathews1989@utec.edu,2,Ingenieria mecatronica,202157895
Urielle Figueroa,uriellefigueroa4915@utec.edu,9,Ingenieria mecanica,202169260
Norman Walsh,normanwalsh7345@utec.edu,2,Ingenieria quimica,202348542
Quinn Meyer,quinnmeyer@utec.edu,5,Ingenieria quimica,202381876
Denton Schultz,dentonschultz@utec.edu,8,Ingenieria electronica,202223471
Emerson Crane,emersoncrane7979@utec.edu,9,Ingenieria mecanica,202336701
Theodore Gilmore,theodoregilmore@utec.edu,6,CS,202326621
Christopher Thomas,christopherthomas7178@utec.edu,7,Ingenieria industrial,202360437
David Salas,davidsalas@utec.edu,2,Ingenieria civil,202324248
Evelyn Moran,evelynmoran@utec.edu,3,Ingenieria ambiental,202338770
Akeem Glass,akeemglass@utec.edu,10,DS,202159590
Freya Harmon,freyaharmon7759@utec.edu,4,Ingenieria de la energia,202175237
Chaim Gentry,chaimgentry@utec.edu,4,CS,202318700
Paloma Osborn,palomaosborn@utec.edu,6,Bioingenieria,202322255
Alfonso Hatfield,alfonsohatfield@utec.edu,1,Ingenieria ambiental,202131752
Drew Whitley,drewwhitley@utec.edu,1,Administracion de negocios,202170730
Vanna Barker,vannabarker@utec.edu,9,Ingenieria quimica,202383002
Zeph Welch,zephwelch2633@utec.edu,3,Ingenieria ambiental,202195379
Noel Richardson,noelrichardson@utec.edu,9,Ingenieria electronica,202113664
Mona Petty,monapetty@utec.edu,9,Ingenieria mecanica,202240349
Gray Hawkins,grayhawkins@utec.edu,4,Ingenieria de la energia,202100511
Ray Pope,raypope5558@utec.edu,5,Ingenieria de la energia,202140692
Cedric Gregory,cedricgregory5122@utec.edu,3,Bioingenieria,202139445
Uma Carrillo,umacarrillo@utec.edu,5,Administracion de negocios,202121406
Idola Good,idolagood@utec.edu,3,DS,202382885
Dana Kirby,danakirby5887@utec.edu,6,CS,202375111
Amber Hodges,amberhodges@utec.edu,1,CS,202167087
Laura Schneider,lauraschneider@utec.edu,2,Ingenieria ambiental,202267808
Francis Gallegos,francisgallegos@utec.edu,6,DS,202244575
Colin Stanton,colinstanton@utec.edu,2,Ingenieria de la energia,202147509
Aidan Head,aidanhead@utec.edu,6,Bioingenieria,202155487
India Nguyen,indianguyen@utec.edu,8,Ingenieria quimica,202301626
Shelly Castaneda,shellycastaneda6191@utec.edu,9,Ingenieria de la energia,202189487
Cameron French,cameronfrench6770@utec.edu,3,Ingenieria mecanica,202133110
Ulysses Melton,ulyssesmelton4071@utec.edu,4,Ingenieria mecatronica,202149694
Jason Dixon,jasondixon@utec.edu,9,Ingenieria industrial,202244185
Christopher Mccormick,christophermccormick768@utec.edu,3,DS,202250756
Keely Bentley,keelybentley4340@utec.edu,2,DS,202368215
Lee Rhodes,leerhodes@utec.edu,1,Ingenieria mecanica,202121885
TaShya Gilbert,tashyagilbert@utec.edu,5,Ingenieria ambiental,202203577
Mari Beach,maribeach@utec.edu,9,Ingenieria industrial,202111371
Arden Espinoza,ardenespinoza6799@utec.edu,9,Ingenieria de la energia,202249262
Veronica Mejia,veronicamejia@utec.edu,9,CS,202254603
Ori Hooper,orihooper@utec.edu,8,Ingenieria industrial,202272683
Walter Sosa,waltersosa1248@utec.edu,4,Ingenieria civil,202303624
Yuli Vasquez,yulivasquez@utec.edu,6,Ingenieria ambiental,202288963
Omar Aguirre,omaraguirre6613@utec.edu,9,Ingenieria ambiental,202207007
Quentin Orr,quentinorr817@utec.edu,4,Ingenieria de la energia,202261238
Knox Kaufman,knoxkaufman@utec.edu,7,Ingenieria industrial,202256278
Noelani Townsend,noelanitownsend@utec.edu,6,Ingenieria civil,202194755
Amaya Williams,amayawilliams@utec.edu,9,Administracion de negocios,202274992
Dai Schwartz,daischwartz2552@utec.edu,2,Ingenieria industrial,202124778
Wynter Hudson,wynterhudson4315@utec.edu,2,Ingenieria de la energia,202193408
Shelby Glass,shelbyglass@utec.edu,8,Ingenieria electronica,202233505
Gabriel Ray,gabrielray@utec.edu,9,Ingenieria civil,202333773
Wesley Watkins,wesleywatkins@utec.edu,7,Ingenieria mecanica,202388674
Herman Kaufman,hermankaufman@utec.edu,3,Ingenieria ambiental,202296581
Carter Bryant,carterbryant@utec.edu,9,CS,202103656
Ali Payne,alipayne@utec.edu,8,CS,202208566
Kellie Buckner,kelliebuckner1846@utec.edu,6,Ingenieria mecatronica,202126439
Declan Wise,declanwise4912@utec.edu,9,Administracion de negocios,202348391
Ina Tyson,inatyson4751@utec.edu,5,CS,202131000
Lucas Parker,lucasparker@utec.edu,9,Ingenieria mecatronica,202253588
Aphrodite Kirby,aphroditekirby1482@utec.edu,9,Ingenieria civil,202397348
Gillian Durham,gilliandurham@utec.edu,3,Bioingenieria,202286653
Anika Mcpherson,anikamcpherson@utec.edu,9,DS,202369324
Kai Wilkins,kaiwilkins@utec.edu,9,Ingenieria civil,202204541
Brianna Benton,briannabenton8916@utec.edu,9,Ingenieria mecatronica,202267588
Ila Daniel,iladaniel5619@utec.edu,7,Bioingenieria,202169146
Octavia Shepherd,octaviashepherd@utec.edu,3,Ingenieria mecanica,202216513
Donovan Kirby,donovankirby@utec.edu,3,Administracion de negocios,202226347
Vivien Stephens,vivienstephens1663@utec.edu,9,CS,202351459
Clinton Goodwin,clintongoodwin5187@utec.edu,5,Ingenieria industrial,202311463
Kane Lawson,kanelawson@utec.edu,8,Administracion de negocios,202133586
Camilla Carney,camillacarney9070@utec.edu,7,DS,202308443
Bruce Melendez,brucemelendez8662@utec.edu,8,Ingenieria industrial,202272332
Kessie Holcomb,kessieholcomb@utec.edu,3,Ingenieria ambiental,202123991
Hamish Benton,hamishbenton@utec.edu,5,Ingenieria de la energia,202200381
Mona Larsen,monalarsen7935@utec.edu,7,Ingenieria ambiental,202105264
Keith Fitzpatrick,keithfitzpatrick112@utec.edu,9,Ingenieria mecanica,202280779
Knox Wheeler,knoxwheeler2689@utec.edu,9,Ingenieria industrial,202200383
Alma Fuentes,almafuentes@utec.edu,6,Ingenieria de la energia,202205783
Tate Hardin,tatehardin@utec.edu,2,Bioingenieria,202332683
Louis Clements,louisclements@utec.edu,2,Ingenieria mecanica,202107362
Vielka Mcneil,vielkamcneil781@utec.edu,3,Ingenieria civil,202321130
Blythe Hubbard,blythehubbard@utec.edu,6,Ingenieria industrial,202129263
Yardley Watkins,yardleywatkins@utec.edu,8,Ingenieria mecanica,202267102
Brady Guerra,bradyguerra9852@utec.edu,8,Ingenieria civil,202107598
Jonas Beard,jonasbeard@utec.edu,7,DS,202305905
Emily Jacobson,emilyjacobson@utec.edu,3,Ingenieria ambiental,202289591
Adele Delaney,adeledelaney3517@utec.edu,2,Ingenieria civil,202302214
Malachi Weiss,malachiweiss1403@utec.edu,8,Ingenieria civil,202384987
Leonard Craig,leonardcraig@utec.edu,6,Administracion de negocios,202127079
Orla Reyes,orlareyes@utec.edu,3,Ingenieria mecatronica,202319639
Dara Mcdonald,daramcdonald@utec.edu,7,CS,202210178
Mason Brown,masonbrown@utec.edu,8,Ingenieria civil,202296445
Martena Aguilar,martenaaguilar@utec.edu,2,Ingenieria ambiental,202104681
Wallace Avila,wallaceavila3776@utec.edu,3,Ingenieria quimica,202176954
Zephania Weaver,zephaniaweaver2189@utec.edu,5,Ingenieria civil,202291964
Imelda Booth,imeldabooth9226@utec.edu,5,Administracion de negocios,202363079
Paul Hendricks,paulhendricks3557@utec.edu,3,Ingenieria civil,202234700
Lysandra Hoffman,lysandrahoffman@utec.edu,1,Ingenieria ambiental,202324809
Heather Patton,heatherpatton@utec.edu,6,Bioingenieria,202271178
Brady Hoover,bradyhoover1600@utec.edu,7,Bioingenieria,202339127
Stella Suarez,stellasuarez9402@utec.edu,9,Ingenieria quimica,202249485
Jaquelyn Rogers,jaquelynrogers60@utec.edu,4,Ingenieria mecanica,202224279
Otto Schroeder,ottoschroeder9106@utec.edu,10,Ingenieria industrial,202253654
Henry Chapman,henrychapman@utec.edu,4,Ingenieria ambiental,202354584
Kirsten Blackwell,kirstenblackwell9236@utec.edu,8,Ingenieria ambiental,202371350
Nathaniel Solomon,nathanielsolomon@utec.edu,2,Administracion de negocios,202386268
Darrel Griffin,darrelgriffin@utec.edu,4,CS,202317173
Dillon Mccoy,dillonmccoy4636@utec.edu,7,Ingenieria civil,202375214
Devin Meyers,devinmeyers8685@utec.edu,7,Ingenieria de la energia,202332783
Noelani Stafford,noelanistafford@utec.edu,3,Administracion de negocios,202292341
Marcia Spence,marciaspence3432@utec.edu,4,CS,202103283
Lenore Wong,lenorewong9647@utec.edu,7,Ingenieria de la energia,202221955
Macaulay Dawson,macaulaydawson@utec.edu,5,Ingenieria electronica,202359397
Asher Kline,asherkline@utec.edu,6,Ingenieria mecatronica,202319243
Magee Cook,mageecook1740@utec.edu,5,Ingenieria de la energia,202168589
Sara Mack,saramack6934@utec.edu,7,Ingenieria quimica,202323031
Graham Whitaker,grahamwhitaker3209@utec.edu,10,Ingenieria mecanica,202360195
Kiona Waters,kionawaters@utec.edu,9,Ingenieria ambiental,202135034
Nora Schmidt,noraschmidt@utec.edu,5,Ingenieria industrial,202308192
Alice Clemons,aliceclemons8192@utec.edu,3,Ingenieria de la energia,202165785
Sophia Glover,sophiaglover@utec.edu,1,Ingenieria industrial,202148898
Devin Collier,devincollier@utec.edu,3,Ingenieria de la energia,202352055
Norman Bryan,normanbryan5035@utec.edu,3,Ingenieria mecatronica,202177475
Ali Fletcher,alifletcher@utec.edu,10,Ingenieria mecanica,202213346
Olga Patrick,olgapatrick@utec.edu,4,Ingenieria quimica,202338719
Ethan Mathews,ethanmathews9224@utec.edu,3,Ingenieria de la energia,202289254
Abbot Giles,abbotgiles6525@utec.edu,7,Ingenieria ambiental,202156510
Azalia O'Neill,azaliaoneill9346@utec.edu,5,Ingenieria civil,202235485
Blake York,blakeyork2669@utec.edu,1,Ingenieria industrial,202261508
Jenette Huffman,jenettehuffman@utec.edu,4,Ingenieria mecanica,202293245
Cade Robinson,caderobinson9799@utec.edu,8,Ingenieria civil,202268491
Edward Tate,edwardtate@utec.edu,3,Ingenieria ambiental,202389298
Felicia Reid,feliciareid4652@utec.edu,1,Bioingenieria,202200213
Alvin Baird,alvinbaird8239@utec.edu,7,DS,202334636
Hunter Wade,hunterwade@utec.edu,2,Ingenieria quimica,202388803
Rahim Quinn,rahimquinn9540@utec.edu,6,Ingenieria electronica,202142710
Medge Cash,medgecash4967@utec.edu,8,Ingenieria civil,202372193
Aurora Smith,aurorasmith2160@utec.edu,5,Ingenieria de la energia,202104253
Chester Nelson,chesternelson8205@utec.edu,5,DS,202196284
Giacomo Olson,giacomoolson8931@utec.edu,8,Administracion de negocios,202105730
Ella Haney,ellahaney5950@utec.edu,5,Ingenieria quimica,202103016
Martha Schmidt,marthaschmidt5850@utec.edu,8,Bioingenieria,202294281
Grace Franklin,gracefranklin@utec.edu,2,Ingenieria ambiental,202347690
Caleb Cooke,calebcooke@utec.edu,7,Ingenieria industrial,202204545
Emerald Howard,emeraldhoward6863@utec.edu,3,Ingenieria industrial,202138019
Philip Moreno,philipmoreno2023@utec.edu,6,Ingenieria de la energia,202233749
Hakeem Bentley,hakeembentley7964@utec.edu,3,CS,202171045
Kirby Todd,kirbytodd1410@utec.edu,3,DS,202124312
Merritt Lucas,merrittlucas@utec.edu,9,Ingenieria electronica,202348365
Joshua Monroe,joshuamonroe@utec.edu,4,Ingenieria de la energia,202107920
Wylie Espinoza,wylieespinoza@utec.edu,5,Ingenieria electronica,202368652
Lester Rodgers,lesterrodgers@utec.edu,9,Ingenieria mecanica,202294107
Stephen Velez,stephenvelez@utec.edu,5,Ingenieria ambiental,202125059
Arsenio Mullins,arseniomullins9895@utec.edu,3,Ingenieria ambiental,202386058
Darius Wilcox,dariuswilcox@utec.edu,8,Ingenieria industrial,202212197
Mechelle Ferrell,mechelleferrell@utec.edu,5,Ingenieria mecanica,202121706
Leroy Christian,leroychristian@utec.edu,8,Ingenieria electronica,202308980
Omar Strickland,omarstrickland621@utec.edu,2,Bioingenieria,202116786
Patience Dejesus,patiencedejesus6316@utec.edu,3,Ingenieria quimica,202270638
Demetrius Roth,demetriusroth2973@utec.edu,9,DS,202178186
Kaseem Barker,kaseembarker@utec.edu,4,Ingenieria quimica,202340800
William Durham,williamdurham2932@utec.edu,5,Ingenieria quimica,202185521
Kevyn Hays,kevynhays@utec.edu,2,DS,202320626
Arthur Duran,arthurduran1269@utec.edu,9,Ingenieria quimica,202332566
Wynter Lambert,wynterlambert5787@utec.edu,4,CS,202385496
Gannon Burton,gannonburton2277@utec.edu,10,Administracion de negocios,202183054
Eaton Saunders,eatonsaunders4393@utec.edu,4,Ingenieria civil,202363986
Ross Armstrong,rossarmstrong@utec.edu,6,Ingenieria mecanica,202208968
Martha Poole,marthapoole@utec.edu,3,Ingenieria industrial,202348128
Brian Vincent,brianvincent@utec.edu,10,Bioingenieria,202204518
Craig Boyer,craigboyer5700@utec.edu,3,DS,202177559
Alana Beck,alanabeck@utec.edu,3,Ingenieria electronica,202199132
Yasir Brennan,yasirbrennan@utec.edu,1,Ingenieria de la energia,202116713
Drew Mullins,drewmullins@utec.edu,7,Bioingenieria,202316516
Thor Blanchard,thorblanchard4669@utec.edu,4,Ingenieria quimica,202275202
Brent Terry,brentterry@utec.edu,7,Ingenieria mecatronica,202362084
Quynn Barnes,quynnbarnes1407@utec.edu,9,Ingenieria industrial,202209799
Orlando Guthrie,orlandoguthrie4816@utec.edu,4,Ingenieria mecatronica,202340447
Clark Donovan,clarkdonovan884@utec.edu,2,Administracion de negocios,202320260
Harper Baxter,harperbaxter@utec.edu,8,Ingenieria civil,202138508
Alvin Webster,alvinwebster@utec.edu,7,Ingenieria electronica,202301413
Christian Gould,christiangould@utec.edu,6,Ingenieria quimica,202397874
Cameran West,cameranwest8814@utec.edu,4,Ingenieria ambiental,202145140
Garrison Bridges,garrisonbridges1147@utec.edu,4,Administracion de negocios,202114253
Fiona Mckay,fionamckay@utec.edu,8,Ingenieria mecatronica,202283161
Camden Peterson,camdenpeterson6522@utec.edu,5,Ingenieria electronica,202293457
Lois Guerra,loisguerra193@utec.edu,9,Bioingenieria,202278457
Kerry Gilbert,kerrygilbert@utec.edu,4,Ingenieria mecatronica,202174172
Roanna Sawyer,roannasawyer@utec.edu,3,Ingenieria de la energia,202197348
Shaeleigh Charles,shaeleighcharles2179@utec.edu,1,Ingenieria de la energia,202148293
Victor Mullen,victormullen9626@utec.edu,6,Ingenieria mecatronica,202245692
Oren Ashley,orenashley5974@utec.edu,2,Ingenieria ambiental,202261700
Magee Hahn,mageehahn@utec.edu,2,Ingenieria ambiental,202353368
Kellie Pierce,kelliepierce@utec.edu,2,Bioingenieria,202194822
Fatima James,fatimajames568@utec.edu,9,Ingenieria industrial,202138110
Nola Holmes,nolaholmes3322@utec.edu,9,Ingenieria mecatronica,202357894
Roth Lee,rothlee@utec.edu,9,CS,202380254
Cara James,carajames@utec.edu,9,Ingenieria civil,202118976
Candice Lancaster,candicelancaster@utec.edu,8,Bioingenieria,202364131
Charlotte Mayo,charlottemayo9613@utec.edu,10,Ingenieria ambiental,202377425
Louis Vargas,louisvargas@utec.edu,8,Ingenieria mecatronica,202382423
Armand Wood,armandwood5657@utec.edu,2,DS,202371332
Sharon Fletcher,sharonfletcher@utec.edu,4,Ingenieria electronica,202191005
Thaddeus Bryant,thaddeusbryant9450@utec.edu,3,Administracion de negocios,202339956
Aspen Mccarthy,aspenmccarthy@utec.edu,3,DS,202346135
Madeline Copeland,madelinecopeland1088@utec.edu,2,Ingenieria de la energia,202151227
Russell Conner,russellconner@utec.edu,7,Ingenieria industrial,202342524
Dillon Butler,dillonbutler@utec.edu,3,Ingenieria civil,202145350
Raphael Macias,raphaelmacias1485@utec.edu,7,Ingenieria electronica,202243553
Colton Potter,coltonpotter@utec.edu,7,Ingenieria de la energia,202396541
Graiden Mcintosh,graidenmcintosh4532@utec.edu,3,Ingenieria industrial,202261545
Ingrid Pickett,ingridpickett4851@utec.edu,6,Ingenieria de la energia,202235826
Tanya Holcomb,tanyaholcomb@utec.edu,7,Ingenieria de la energia,202387754
Delilah Strickland,delilahstrickland6194@utec.edu,9,Ingenieria mecatronica,202244878
Burton Estrada,burtonestrada@utec.edu,3,Ingenieria electronica,202365511
Lillith Burton,lillithburton@utec.edu,2,DS,202260987
Gillian Kramer,gilliankramer@utec.edu,4,Bioingenieria,202280239
Noble Henry,noblehenry1664@utec.edu,9,DS,202196052
Amanda Barker,amandabarker913@utec.edu,4,Administracion de negocios,202398268
Lana Lowery,lanalowery8075@utec.edu,7,Ingenieria mecanica,202169757
Eliana Blankenship,elianablankenship7113@utec.edu,4,CS,202168335
Macaulay Mcgowan,macaulaymcgowan@utec.edu,7,Ingenieria industrial,202179802
Tucker Mcmahon,tuckermcmahon5304@utec.edu,8,DS,202183782
Edward Hull,edwardhull@utec.edu,10,Ingenieria industrial,202172497
Ivan Casey,ivancasey@utec.edu,4,Ingenieria quimica,202179971
Sopoline Mayer,sopolinemayer4808@utec.edu,4,CS,202181864
Cherokee Buckner,cherokeebuckner@utec.edu,10,CS,202280049
Melodie Wynn,melodiewynn@utec.edu,3,Ingenieria mecatronica,202389209
Colt Ayala,coltayala5600@utec.edu,4,Ingenieria ambiental,202340156
Inga Wilcox,ingawilcox@utec.edu,3,Ingenieria mecatronica,202363034
Jonas Delgado,jonasdelgado895@utec.edu,9,DS,202228558
Ivory Sandoval,ivorysandoval@utec.edu,8,Ingenieria electronica,202200964
Kermit Dunn,kermitdunn@utec.edu,3,Bioingenieria,202118804
Desirae Ware,desiraeware6234@utec.edu,4,Ingenieria quimica,202126305
Rae Faulkner,raefaulkner1848@utec.edu,8,DS,202269845
Shad Vasquez,shadvasquez8515@utec.edu,2,Bioingenieria,202199740
Maya Rowe,mayarowe@utec.edu,2,DS,202312911
Rama Ramirez,ramaramirez522@utec.edu,9,Ingenieria industrial,202116211
Xanthus Blake,xanthusblake348@utec.edu,1,Ingenieria de la energia,202393004
Idola Harvey,idolaharvey7353@utec.edu,2,Ingenieria mecanica,202140866
Maris Campbell,mariscampbell1491@utec.edu,10,Ingenieria de la energia,202135921
Kasper Carrillo,kaspercarrillo6936@utec.edu,7,DS,202152486
Fatima Hensley,fatimahensley6347@utec.edu,6,CS,202352278
Fulton Waters,fultonwaters5544@utec.edu,5,Ingenieria industrial,202297883
Thane Erickson,thaneerickson@utec.edu,8,Ingenieria industrial,202315921
Adria Hodges,adriahodges@utec.edu,6,Ingenieria de la energia,202369491
Keith Reid,keithreid7593@utec.edu,8,Administracion de negocios,202152144
Noel Reynolds,noelreynolds8050@utec.edu,4,Administracion de negocios,202317645
Reese Henderson,reesehenderson@utec.edu,2,Ingenieria de la energia,202244767
Leigh Pena,leighpena@utec.edu,10,Ingenieria quimica,202320297
Ivy Gonzalez,ivygonzalez@utec.edu,4,Ingenieria mecatronica,202230891
Kennedy Woodward,kennedywoodward9567@utec.edu,8,Ingenieria mecatronica,202149156
Hashim Burns,hashimburns@utec.edu,1,Ingenieria ambiental,202369079
Alexis Dennis,alexisdennis1873@utec.edu,5,Ingenieria electronica,202171926
Xandra Lawrence,xandralawrence@utec.edu,8,CS,202158314
Chandler Harper,chandlerharper@utec.edu,5,Ingenieria mecanica,202337526
Noel Cook,noelcook@utec.edu,4,Ingenieria civil,202126276
Zephania Dillard,zephaniadillard3557@utec.edu,2,CS,202350516
Marshall Mendez,marshallmendez4478@utec.edu,8,Ingenieria civil,202101994
Naomi Griffith,naomigriffith@utec.edu,6,Bioingenieria,202245626
Aaron Reese,aaronreese411@utec.edu,1,Bioingenieria,202369736
Carl Holloway,carlholloway@utec.edu,8,Ingenieria mecatronica,202137152
Chancellor Carlson,chancellorcarlson@utec.edu,5,Ingenieria industrial,202278784
Jolie Vincent,jolievincent@utec.edu,4,Ingenieria ambiental,202235687
Roanna Bean,roannabean@utec.edu,4,Ingenieria electronica,202279886
Yetta Hester,yettahester6038@utec.edu,2,Administracion de negocios,202379314
Maggie Hardy,maggiehardy4588@utec.edu,7,Ingenieria mecanica,202221020
Jessamine Trujillo,jessaminetrujillo8628@utec.edu,9,Ingenieria electronica,202306756
Chanda Craig,chandacraig@utec.edu,2,Administracion de negocios,202179409
Dominic Fowler,dominicfowler4376@utec.edu,6,Ingenieria ambiental,202220059
Karly Bass,karlybass80@utec.edu,2,Ingenieria ambiental,202228694
Kameko Harmon,kamekoharmon@utec.edu,3,Ingenieria quimica,202157474
Yolanda Dickerson,yolandadickerson4546@utec.edu,5,Ingenieria de la energia,202165720
Michael Mcclain,michaelmcclain@utec.edu,2,CS,202195770
Karyn Padilla,karynpadilla@utec.edu,10,Administracion de negocios,202210335
Sonya Mccullough,sonyamccullough674@utec.edu,4,Ingenieria civil,202398034
Catherine Roman,catherineroman@utec.edu,10,Ingenieria mecatronica,202286108
Laith Tran,laithtran3478@utec.edu,4,Ingenieria electronica,202213522
Preston Johnston,prestonjohnston@utec.edu,4,DS,202315899
Jillian Kemp,jilliankemp9567@utec.edu,5,Bioingenieria,202188543
Anthony Greene,anthonygreene@utec.edu,5,Administracion de negocios,202198728
Brenna Clements,brennaclements@utec.edu,10,Ingenieria ambiental,202269639
Chantale Mercado,chantalemercado8463@utec.edu,6,Ingenieria industrial,202299056
Rebekah Woodward,rebekahwoodward@utec.edu,5,Ingenieria quimica,202222537
Roth Oneal,rothoneal4685@utec.edu,8,Ingenieria de la energia,202388259
Barclay Rowland,barclayrowland2981@utec.edu,2,Ingenieria industrial,202396320
Wendy Rosario,wendyrosario7343@utec.edu,2,Bioingenieria,202243434
Tanner Bradford,tannerbradford6310@utec.edu,9,Ingenieria mecatronica,202249219
Dylan Whitaker,dylanwhitaker@utec.edu,8,Ingenieria de la energia,202163519
Ulysses Barlow,ulyssesbarlow1971@utec.edu,3,Bioingenieria,202187620
Kevyn Cote,kevyncote1858@utec.edu,6,Ingenieria mecatronica,202306482
Eagan Stein,eaganstein@utec.edu,9,Ingenieria mecatronica,202312084
Dean Mills,deanmills2833@utec.edu,8,Ingenieria electronica,202149430
Oscar Peters,oscarpeters@utec.edu,7,DS,202276208
Ciara Bean,ciarabean1363@utec.edu,9,Ingenieria industrial,202136217
Yeo Hoover,yeohoover@utec.edu,8,Administracion de negocios,202267803
Rebekah Dyer,rebekahdyer@utec.edu,8,CS,202134686
Jasmine Watts,jasminewatts@utec.edu,3,Ingenieria de la energia,202180896
Axel Bowman,axelbowman@utec.edu,2,CS,202116693
Raymond Mccarty,raymondmccarty@utec.edu,2,CS,202247577
Kyla Joyner,kylajoyner@utec.edu,7,Ingenieria de la energia,202124378
Zelenia Justice,zeleniajustice3279@utec.edu,2,Ingenieria quimica,202381370
Steven Jordan,stevenjordan@utec.edu,3,Ingenieria mecanica,202137088
Charde Osborne,chardeosborne6114@utec.edu,9,Ingenieria industrial,202256384
