756,Connor Love,connorlove7491@utec.edu,4,DS,202298081
757,Leigh Smith,leighsmith8191@utec.edu,8,Ingenieria industrial,202123497
758,Robert Hale,roberthale1896@utec.edu,9,Ingenieria industrial,202156646
759,Quinn Ayers,quinnayers@utec.edu,2,Ingenieria mecatronica,202323180
760,Dexter Armstrong,dexterarmstrong414@utec.edu,6,DS,202345039
761,Sawyer Klein,sawyerklein4221@utec.edu,6,Ingenieria industrial,202231426
762,Iris Mullins,irismullins@utec.edu,2,Ingenieria electronica,202127001
763,Silas Nash,silasnash@utec.edu,6,Ingenieria civil,202392582
764,Nita Larson,nitalarson@utec.edu,4,Bioingenieria,202326204
765,Octavius Parks,octaviusparks@utec.edu,3,Ingenieria mecanica,202123127
766,Clark Fischer,clarkfischer@utec.edu,9,Ingenieria ambiental,202221851
767,Naomi Parrish,naomiparrish3088@utec.edu,5,Ingenieria de la energia,202215489
768,Cassady Love,cassadylove@utec.edu,9,Ingenieria quimica,202242852
769,Felicia Contreras,feliciacontreras@utec.edu,2,Ingenieria civil,202370614
770,Kenneth Kline,kennethkline@utec.edu,6,Ingenieria quimica,202321525
771,Amena Wooten,amenawooten@utec.edu,3,Ingenieria quimica,202114655
772,Hashim Wyatt,hashimwyatt@utec.edu,9,Ingenieria electronica,202225276
773,Thane Meadows,thanemeadows8630@utec.edu,7,Ingenieria quimica,202138448
774,Wade Malone,wademalone1277@utec.edu,3,Ingenieria industrial,202281343
775,Fatima Strickland,fatimastrickland@utec.edu,9,DS,202321551
776,Orla Ross,orlaross@utec.edu,3,Ingenieria mecatronica,202387706
777,Basia Owen,basiaowen4457@utec.edu,1,Ingenieria mecanica,202359654
778,Wynne Phillips,wynnephillips3431@utec.edu,3,Ingenieria mecanica,202284681
779,Evelyn Simmons,evelynsimmons@utec.edu,1,DS,202163462
780,Alfonso Heath,alfonsoheath@utec.edu,6,Bioingenieria,202349534
781,Fulton Cain,fultoncain@utec.edu,6,Ingenieria mecanica,202172104
782,Raphael Blake,raphaelblake7513@utec.edu,2,Ingenieria de la energia,202398088
783,Yardley Melendez,yardleymelendez@utec.edu,3,Ingenieria electronica,202390133
784,Nina Aguilar,ninaaguilar3416@utec.edu,10,Ingenieria ambiental,202399001
785,Lydia Watson,lydiawatson3731@utec.edu,6,Ingenieria mecatronica,202298003
786,Molly Nielsen,mollynielsen1923@utec.edu,3,Ingenieria de la energia,202397177
787,Noah Pena,noahpena4707@utec.edu,2,Ingenieria quimica,202219587
788,Germaine Lara,germainelara@utec.edu,9,Administracion de negocios,202354363
789,Nolan Hernandez,nolanhernandez1258@utec.edu,7,Ingenieria mecatronica,202121934
790,Barrett Nixon,barrettnixon2664@utec.edu,6,Administracion de negocios,202163494
791,Lucas Long,lucaslong@utec.edu,3,CS,202175878
792,Cora Brooks,corabrooks9077@utec.edu,7,Ingenieria industrial,202161680
793,Julie York,julieyork@utec.edu,4,DS,202206527
794,Nash Simon,nashsimon7214@utec.edu,8,Ingenieria civil,202392592
795,Althea Kramer,altheakramer7874@utec.edu,2,Ingenieria electronica,202381058
796,Vera Ray,veraray7108@utec.edu,2,Ingenieria ambiental,202140096
797,Liberty Barnett,libertybarnett@utec.edu,2,Ingenieria mecatronica,202236312
798,Leilani Morgan,leilanimorgan9184@utec.edu,8,Ingenieria quimica,202215838
799,Daphne Peck,daphnepeck1206@utec.edu,5,CS,202198020
800,Fleur Salinas,fleursalinas@utec.edu,8,Ingenieria ambiental,202103263
801,Oscar Stone,oscarstone9829@utec.edu,9,Ingenieria civil,202147808
802,Emery Manning,emerymanning2182@utec.edu,5,DS,202375983
803,Rajah Blanchard,rajahblanchard@utec.edu,9,Ingenieria electronica,202201055
804,Amelia Torres,ameliatorres@utec.edu,6,Ingenieria ambiental,202247107
805,Carl Lawson,carllawson6177@utec.edu,5,Ingenieria industrial,202355824
806,Clinton Berger,clintonberger@utec.edu,6,Ingenieria electronica,202223739
807,Sasha Bruce,sashabruce4976@utec.edu,4,Bioingenieria,202289947
808,Perry Morrison,perrymorrison1889@utec.edu,6,Ingenieria mecatronica,202203964
809,Xena Woodard,xenawoodard@utec.edu,6,Ingenieria ambiental,202315912
810,Marah Oliver,maraholiver6385@utec.edu,3,Ingenieria ambiental,202127327
811,Darrel Harmon,darrelharmon@utec.edu,8,Bioingenieria,202232763
812,Nevada Delacruz,nevadadelacruz6207@utec.edu,3,CS,202242289
813,Ferris Underwood,ferrisunderwood@utec.edu,10,DS,202288261
814,Melvin Cameron,melvincameron@utec.edu,2,Bioingenieria,202334919
815,Caesar Bradford,caesarbradford2724@utec.edu,2,Ingenieria ambiental,202145809
816,Rama Davenport,ramadavenport221@utec.edu,5,DS,202243116
817,Xavier Hodge,xavierhodge@utec.edu,6,CS,202394543
818,Brent Ball,brentball8841@utec.edu,9,Ingenieria quimica,202278944
819,Chiquita Guy,chiquitaguy5940@utec.edu,7,Administracion de negocios,202170940
820,Chandler Arnold,chandlerarnold1091@utec.edu,6,Ingenieria de la energia,202345787
821,Shana Moses,shanamoses@utec.edu,5,DS,202200625
822,Luke Stanton,lukestanton@utec.edu,3,Ingenieria quimica,202191954
823,Indigo Hyde,indigohyde@utec.edu,8,Bioingenieria,202335131
824,Addison Collier,addisoncollier@utec.edu,9,Ingenieria electronica,202187617
825,Roanna Mcdowell,roannamcdowell4095@utec.edu,9,Ingenieria quimica,202290780
826,Forrest Sweet,forrestsweet@utec.edu,4,Ingenieria electronica,202121228
827,Freya Frank,freyafrank5514@utec.edu,4,Bioingenieria,202198773
828,Roth Reilly,rothreilly3214@utec.edu,10,CS,202292046
829,Dai Perry,daiperry9740@utec.edu,5,Ingenieria mecanica,202399407
830,Deborah Bryan,deborahbryan1613@utec.edu,6,DS,202312815
831,Amity O'Neill,amityoneill@utec.edu,4,Ingenieria mecanica,202180156
832,Branden Tillman,brandentillman@utec.edu,4,CS,202306060
833,Noelle Hardy,noellehardy525@utec.edu,9,Ingenieria electronica,202377445
834,Bruce Campbell,brucecampbell7039@utec.edu,4,Ingenieria civil,202191825
835,Allistair Chapman,allistairchapman@utec.edu,2,DS,202361230
836,Macey Ashley,maceyashley@utec.edu,6,Ingenieria electronica,202128258
837,Iris Hart,irishart5963@utec.edu,2,Ingenieria quimica,202143056
838,Kenneth Espinoza,kennethespinoza8056@utec.edu,2,Administracion de negocios,202135138
839,Whilemina Reilly,whileminareilly@utec.edu,2,Administracion de negocios,202284689
840,Scott Case,scottcase7965@utec.edu,2,Ingenieria de la energia,202271429
841,Freya Walter,freyawalter46@utec.edu,4,DS,202188663
842,Alma Mays,almamays@utec.edu,6,Ingenieria mecatronica,202127203
843,Nigel Robinson,nigelrobinson@utec.edu,9,Ingenieria de la energia,202346456
844,Lacey Mack,laceymack2993@utec.edu,3,Ingenieria de la energia,202322175
845,Noelle Black,noelleblack9548@utec.edu,6,Ingenieria mecanica,202272459
846,Fallon Morton,fallonmorton5888@utec.edu,4,Ingenieria quimica,202196616
847,Randall Richard,randallrichard@utec.edu,9,Ingenieria quimica,202272058
848,Ramona Johnson,ramonajohnson9136@utec.edu,10,DS,202295974
849,Britanni Meyer,britannimeyer2271@utec.edu,9,CS,202342002
850,Hector Wilkins,hectorwilkins@utec.edu,10,Ingenieria mecatronica,202265029
851,Chanda Meadows,chandameadows8587@utec.edu,6,Ingenieria ambiental,202140773
852,Declan Payne,declanpayne@utec.edu,5,Ingenieria mecatronica,202384794
853,Emery Daugherty,emerydaugherty2892@utec.edu,7,Ingenieria civil,202236289
854,Laith Shepherd,laithshepherd@utec.edu,9,DS,202395297
855,Reece Cannon,reececannon@utec.edu,4,Ingenieria mecanica,202379299
856,Aristotle Shepherd,aristotleshepherd@utec.edu,6,Ingenieria civil,202341379
857,Hedley Buchanan,hedleybuchanan@utec.edu,7,Ingenieria mecanica,202172137
858,Flavia Summers,flaviasummers@utec.edu,1,CS,202379530
859,Jacob Luna,jacobluna@utec.edu,3,Ingenieria quimica,202111713
860,Armando Murphy,armandomurphy@utec.edu,6,Ingenieria mecatronica,202318460
861,Alvin Gonzales,alvingonzales5442@utec.edu,1,Ingenieria de la energia,202192670
862,Zachary Brady,zacharybrady5169@utec.edu,7,Bioingenieria,202241041
863,Ursula Bates,ursulabates@utec.edu,8,Ingenieria electronica,202371398
864,Felicia Hughes,feliciahughes3207@utec.edu,4,Bioingenieria,202283957
865,Carol Snow,carolsnow@utec.edu,3,CS,202326128
866,Macaulay Moran,macaulaymoran@utec.edu,2,Ingenieria electronica,202245123
867,Lillian Skinner,lillianskinner@utec.edu,3,Ingenieria mecatronica,202368323
868,Veda Bean,vedabean@utec.edu,2,Ingenieria de la energia,202201300
869,Eaton Parker,eatonparker@utec.edu,3,Ingenieria ambiental,202264977
870,Abdul Kemp,abdulkemp77@utec.edu,2,Ingenieria mecanica,202350082
871,Aidan Henry,aidanhenry@utec.edu,8,Ingenieria electronica,202273993
872,Jin Middleton,jinmiddleton@utec.edu,1,Ingenieria de la energia,202396786
873,Skyler Buckley,skylerbuckley@utec.edu,2,Bioingenieria,202218174
874,Margaret Merrill,margaretmerrill3635@utec.edu,7,Ingenieria industrial,202270196
875,Cyrus Bright,cyrusbright3803@utec.edu,4,Ingenieria industrial,202261479
876,Quynn Calhoun,quynncalhoun@utec.edu,5,Ingenieria mecanica,202360705
877,Jane Small,janesmall5860@utec.edu,8,Administracion de negocios,202106494
878,Devin Pittman,devinpittman439@utec.edu,7,Ingenieria industrial,202303147
879,Hermione Baird,hermionebaird@utec.edu,8,DS,202157433
880,Belle Morales,bellemorales@utec.edu,9,Ingenieria ambiental,202184543
881,Daria Herrera,dariaherrera8916@utec.edu,2,Ingenieria mecatronica,202103147
882,Xenos Glover,xenosglover@utec.edu,2,Ingenieria mecatronica,202312813
883,Hermione Nixon,hermionenixon6708@utec.edu,8,Ingenieria ambiental,202180655
884,Karly Maddox,karlymaddox@utec.edu,7,Ingenieria industrial,202159765
885,Britanni Boyle,britanniboyle6912@utec.edu,7,Bioingenieria,202102047
886,Hu Waters,huwaters1063@utec.edu,2,Ingenieria mecatronica,202314127
887,Bruno Mckenzie,brunomckenzie1061@utec.edu,6,Administracion de negocios,202136818
888,Lynn Day,lynnday3328@utec.edu,3,Ingenieria ambiental,202189441
889,Scott Fry,scottfry@utec.edu,6,Ingenieria mecanica,202266009
890,Avram Pittman,avrampittman@utec.edu,4,Bioingenieria,202300240
891,Daquan Parks,daquanparks@utec.edu,2,Ingenieria industrial,202153201
892,Jordan Freeman,jordanfreeman@utec.edu,9,Ingenieria quimica,202307157
893,Chaney Ratliff,chaneyratliff3547@utec.edu,2,Ingenieria ambiental,202285683
894,Julian Bird,julianbird7987@utec.edu,3,Ingenieria electronica,202216675
895,Ima Gates,imagates@utec.edu,5,Ingenieria ambiental,202136992
896,Vincent Reid,vincentreid2553@utec.edu,8,Ingenieria ambiental,202135585
897,Quemby England,quembyengland9237@utec.edu,8,Ingenieria mecatronica,202312821
898,Nehru Bartlett,nehrubartlett@utec.edu,5,Ingenieria de la energia,202316979
899,Amy Sexton,amysexton@utec.edu,7,Ingenieria mecanica,202227089
900,Fiona Hoover,fionahoover1135@utec.edu,6,Ingenieria quimica,202264820
901,Halee Coleman,haleecoleman1121@utec.edu,8,Ingenieria electronica,202173566
902,Naida Larsen,naidalarsen2913@utec.edu,6,Ingenieria civil,202388676
903,Thomas Holloway,thomasholloway5384@utec.edu,4,Ingenieria civil,202156983
904,Kasper Gentry,kaspergentry5081@utec.edu,10,Ingenieria de la energia,202337060
905,Carson Delacruz,carsondelacruz4048@utec.edu,6,Bioingenieria,202397993
906,Evan Roman,evanroman@utec.edu,8,Ingenieria mecanica,202216774
907,Jakeem Yang,jakeemyang@utec.edu,7,Ingenieria ambiental,202317673
908,Juliet Everett,julieteverett837@utec.edu,3,Ingenieria civil,202218581
909,Brynn Charles,brynncharles8777@utec.edu,6,Administracion de negocios,202110377
910,Adria Mclaughlin,adriamclaughlin6134@utec.edu,7,Administracion de negocios,202219874
911,Raven Gilbert,ravengilbert@utec.edu,4,Ingenieria industrial,202353495
912,Maxine Parsons,maxineparsons2832@utec.edu,4,Ingenieria de la energia,202331278
913,Gary Peck,garypeck2819@utec.edu,7,DS,202296850
914,Nelle Diaz,nellediaz@utec.edu,8,Administracion de negocios,202360979
915,Sandra Mack,sandramack8859@utec.edu,6,DS,202360232
916,Murphy Mills,murphymills@utec.edu,5,Ingenieria electronica,202213278
917,Amos Morse,amosmorse5867@utec.edu,8,Ingenieria industrial,202103096
918,Robert Blackwell,robertblackwell3946@utec.edu,2,Ingenieria ambiental,202130635
919,Brody Sweet,brodysweet6241@utec.edu,1,Ingenieria ambiental,202220472
920,Erin Sanford,erinsanford6850@utec.edu,3,Bioingenieria,202151933
921,Omar Dillon,omardillon9074@utec.edu,6,Ingenieria ambiental,202395762
922,Yoko Farrell,yokofarrell@utec.edu,5,DS,202139482
923,Lane Ellis,laneellis@utec.edu,5,Ingenieria civil,202338528
924,Ina Villarreal,inavillarreal@utec.edu,2,Administracion de negocios,202112460
925,Mufutau Howell,mufutauhowell@utec.edu,9,Ingenieria mecatronica,202106284
926,Adrienne Saunders,adriennesaunders@utec.edu,4,Ingenieria mecanica,202112920
927,Yetta Craft,yettacraft1072@utec.edu,4,Ingenieria electronica,202347304
928,Kirk Ramirez,kirkramirez5070@utec.edu,7,Ingenieria ambiental,202141556
929,Louis Haney,louishaney@utec.edu,6,Bioingenieria,202202483
930,Blythe Armstrong,blythearmstrong@utec.edu,1,Ingenieria electronica,202315602
931,Germane Santos,germanesantos@utec.edu,10,Ingenieria ambiental,202314973
932,Warren Burnett,warrenburnett@utec.edu,4,Administracion de negocios,202301611
933,Hyacinth Ortega,hyacinthortega6174@utec.edu,9,Ingenieria mecatronica,202127310
934,Ray Juarez,rayjuarez8384@utec.edu,4,Ingenieria quimica,202175043
935,Kyla Hickman,kylahickman@utec.edu,4,Bioingenieria,202346452
936,Ila Hopkins,ilahopkins@utec.edu,8,CS,202234343
937,William Cantrell,williamcantrell@utec.edu,4,DS,202313429
938,Brandon Coffey,brandoncoffey@utec.edu,4,Ingenieria de la energia,202362288
939,Axel Willis,axelwillis@utec.edu,6,Ingenieria industrial,202347601
940,Kimberley Fitzpatrick,kimberleyfitzpatrick4068@utec.edu,8,CS,202247567
941,Howard Wilkins,howardwilkins@utec.edu,10,Ingenieria mecanica,202160543
942,Dahlia Mueller,dahliamueller7015@utec.edu,1,Ingenieria mecanica,202357923
943,Emerson Kerr,emersonkerr9105@utec.edu,3,Ingenieria quimica,202218313
944,Alexis Bolton,alexisbolton8964@utec.edu,4,Ingenieria electronica,202394682
945,Jaden Serrano,jadenserrano9692@utec.edu,8,Ingenieria industrial,202102540
946,Montana Hartman,montanahartman@utec.edu,6,Ingenieria mecanica,202356720
947,Tasha Brennan,tashabrennan2935@utec.edu,7,Ingenieria mecanica,202288953
948,Anne Knapp,anneknapp@utec.edu,9,Ingenieria ambiental,202212351
949,September Lyons,septemberlyons1984@utec.edu,10,Ingenieria industrial,202218205
950,Alana Greer,alanagreer@utec.edu,5,Ingenieria industrial,202198252
951,Uta Mcgee,utamcgee9257@utec.edu,9,Administracion de negocios,202198565
952,Maite Savage,maitesavage6000@utec.edu,9,Ingenieria industrial,202267714
953,Rashad Rodriguez,rashadrodriguez4826@utec.edu,7,Ingenieria electronica,202260908
954,Minerva Camacho,minervacamacho4184@utec.edu,4,Ingenieria industrial,202387123
955,Henry Suarez,henrysuarez@utec.edu,7,Ingenieria de la energia,202350072
956,Garrison Roach,garrisonroach3397@utec.edu,8,CS,202109377
957,Aretha Joyce,arethajoyce@utec.edu,9,Ingenieria civil,202240180
958,Malcolm Rivera,malcolmrivera@utec.edu,2,Ingenieria industrial,202160017
959,Chadwick Barrett,chadwickbarrett@utec.edu,8,DS,202186136
960,Perry Mcdonald,perrymcdonald@utec.edu,6,Ingenieria ambiental,202107145
961,Reuben Sims,reubensims@utec.edu,9,Bioingenieria,202382285
962,Abbot Hewitt,abbothewitt@utec.edu,8,Ingenieria de la energia,202166369
963,Wing Davidson,wingdavidson@utec.edu,1,Ingenieria civil,202278692
964,Kibo Patel,kibopatel1978@utec.edu,2,Ingenieria mecanica,202179769
965,Castor Cotton,castorcotton9389@utec.edu,2,Ingenieria de la energia,202274988
966,Norman Case,normancase@utec.edu,9,Bioingenieria,202296604
967,Erin Wolfe,erinwolfe49@utec.edu,7,Ingenieria quimica,202342080
968,Alden Beach,aldenbeach188@utec.edu,2,Ingenieria ambiental,202324460
969,Zoe Combs,zoecombs@utec.edu,5,Ingenieria industrial,202126556
970,Jocelyn Sutton,jocelynsutton@utec.edu,9,Ingenieria de la energia,202347274
971,Jerome Gilbert,jeromegilbert4704@utec.edu,8,Ingenieria de la energia,202136773
972,Honorato Bruce,honoratobruce@utec.edu,6,Ingenieria industrial,202229901
973,Angela Strickland,angelastrickland8215@utec.edu,4,Ingenieria mecatronica,202272189
974,Ronan Kelly,ronankelly3358@utec.edu,7,Ingenieria industrial,202288537
975,Barry Lambert,barrylambert@utec.edu,7,Ingenieria civil,202111339
976,Dana Medina,danamedina@utec.edu,2,Ingenieria mecatronica,202164913
977,Jolie Skinner,jolieskinner4290@utec.edu,6,Administracion de negocios,202305514
978,Adria Mitchell,adriamitchell6934@utec.edu,2,Bioingenieria,202121675
979,Abbot Sanford,abbotsanford@utec.edu,2,Ingenieria ambiental,202238989
980,Ignacia Alexander,ignaciaalexander@utec.edu,2,Ingenieria mecatronica,202238015
981,Fletcher Lynch,fletcherlynch8226@utec.edu,3,CS,202112823
982,Luke Black,lukeblack@utec.edu,7,Ingenieria de la energia,202211117
983,Ray Workman,rayworkman@utec.edu,9,Ingenieria de la energia,202140179
984,Damon Clarke,damonclarke780@utec.edu,5,Ingenieria electronica,202344242
985,Amela Massey,amelamassey9350@utec.edu,7,Ingenieria de la energia,202177136
986,Farrah David,farrahdavid@utec.edu,9,Ingenieria industrial,202336505
987,Driscoll Juarez,driscolljuarez5074@utec.edu,4,Ingenieria civil,202257248
988,Danielle Gonzalez,daniellegonzalez@utec.edu,9,CS,202377475
989,Kyra Garcia,kyragarcia@utec.edu,3,DS,202117253
990,Brady Hammond,bradyhammond@utec.edu,3,Administracion de negocios,202368753
991,Howard Young,howardyoung@utec.edu,4,Ingenieria industrial,202143043
992,Bryar Lynch,bryarlynch5769@utec.edu,8,Ingenieria industrial,202150564
993,Lucas Vinson,lucasvinson7525@utec.edu,8,Ingenieria ambiental,202368609
994,Shannon Simpson,shannonsimpson3817@utec.edu,1,DS,202216862
995,Marvin Mckee,marvinmckee1347@utec.edu,1,DS,202168970
996,Jenette Graves,jenettegraves7918@utec.edu,2,DS,202186656
997,Abraham Benjamin,abrahambenjamin@utec.edu,6,DS,202290597
998,Clayton Rivers,claytonrivers2024@utec.edu,6,Ingenieria de la energia,202163686
999,Lucius Long,luciuslong9202@utec.edu,4,Ingenieria de la energia,202297561
1000,Colby Howard,colbyhoward6234@utec.edu,3,Ingenieria mecatronica,202282596
1001,Amela Kim,amelakim8129@utec.edu,3,Ingenieria mecatronica,202250610
1002,Nina Kane,ninakane7553@utec.edu,4,Bioingenieria,202372033
1003,Gil Morales,gilmorales@utec.edu,5,DS,202208568
1004,Alvin Delgado,alvindelgado@utec.edu,9,Ingenieria mecatronica,202234822
1005,Felix Hines,felixhines@utec.edu,5,Ingenieria mecatronica,202399638
1006,Burton Horne,burtonhorne@utec.edu,7,Ingenieria de la energia,202150400
1007,Hope Grant,hopegrant@utec.edu,1,Ingenieria civil,202397687
1008,Keane Whitney,keanewhitney@utec.edu,8,Bioingenieria,202352588
1009,August Browning,augustbrowning@utec.edu,5,DS,202242174
1010,Pandora Mcfarland,pandoramcfarland@utec.edu,8,Bioingenieria,202355633
1011,Calista Chandler,calistachandler3368@utec.edu,7,Administracion de negocios,202354571
1012,Brielle Murray,briellemurray5582@utec.edu,5,Ingenieria industrial,202299521
1013,Yardley Bennett,yardleybennett@utec.edu,2,Ingenieria mecatronica,202120646
1014,Zeph Faulkner,zephfaulkner2468@utec.edu,6,Administracion de negocios,202154612
1015,Shea Mayer,sheamayer@utec.edu,5,Ingenieria civil,202256342
1016,Lunea Moran,luneamoran3217@utec.edu,9,Ingenieria electronica,202300867
1017,Constance Hansen,constancehansen@utec.edu,1,Ingenieria mecanica,202140919
1018,Macaulay Lott,macaulaylott7995@utec.edu,2,Administracion de negocios,202283513
1019,Ulysses Warner,ulysseswarner6555@utec.edu,2,Ingenieria electronica,202308651
1020,Ariana Browning,arianabrowning5674@utec.edu,1,Bioingenieria,202388433
1021,Logan Sparks,logansparks@utec.edu,4,DS,202252117
1022,Demetria Huber,demetriahuber@utec.edu,3,Ingenieria mecanica,202251174
1023,Yardley Slater,yardleyslater7327@utec.edu,5,Ingenieria ambiental,202216525
1024,Pamela Huff,pamelahuff1523@utec.edu,2,Ingenieria ambiental,202107805
1025,Sean Briggs,seanbriggs@utec.edu,3,Ingenieria industrial,202241860
1026,Uriel Moon,urielmoon4444@utec.edu,1,Ingenieria industrial,202362156
1027,Kuame Jensen,kuamejensen@utec.edu,5,Ingenieria mecanica,202177444
1028,Hannah Good,hannahgood@utec.edu,3,Ingenieria quimica,202181195
1029,Aretha Garcia,arethagarcia@utec.edu,9,Bioingenieria,202368842
1030,Anjolie Reeves,anjoliereeves@utec.edu,8,Ingenieria ambiental,202338459
1031,Ria Albert,riaalbert4178@utec.edu,4,Ingenieria electronica,202196163
1032,Quentin Mcpherson,quentinmcpherson@utec.edu,2,Ingenieria industrial,202366011
1033,Prescott Berger,prescottberger8784@utec.edu,4,Ingenieria electronica,202282954
1034,Sylvester Rodriquez,sylvesterrodriquez9421@utec.edu,5,Ingenieria mecatronica,202244727
1035,Grant Caldwell,grantcaldwell9256@utec.edu,2,CS,202280895
1036,Coby Church,cobychurch@utec.edu,9,Ingenieria de la energia,202180771
1037,Heidi Floyd,heidifloyd@utec.edu,8,Ingenieria quimica,202123485
1038,Jael Navarro,jaelnavarro2791@utec.edu,7,Ingenieria de la energia,202173898
1039,Wendy Griffin,wendygriffin1429@utec.edu,10,Bioingenieria,202363800
1040,Shafira Wallace,shafirawallace@utec.edu,2,CS,202276336
1041,Shelley Lewis,shelleylewis@utec.edu,3,Ingenieria quimica,202362126
1042,Timon Rodriguez,timonrodriguez@utec.edu,4,Ingenieria ambiental,202318257
1043,Hop Chandler,hopchandler@utec.edu,4,Ingenieria de la energia,202134185
1044,Leah Cohen,leahcohen@utec.edu,6,Ingenieria mecanica,202118016
1045,Tucker Calderon,tuckercalderon4482@utec.edu,7,Ingenieria ambiental,202266929
1046,Kiayada Short,kiayadashort5794@utec.edu,9,Ingenieria de la energia,202152759
1047,Amanda Wilcox,amandawilcox@utec.edu,7,Ingenieria mecanica,202296577
1048,Rebecca Pearson,rebeccapearson2727@utec.edu,2,Ingenieria electronica,202332864
1049,Zephr Mullins,zephrmullins@utec.edu,2,Administracion de negocios,202373430
1050,Ian Avila,ianavila@utec.edu,8,Ingenieria electronica,202246860
1051,Linda Fletcher,lindafletcher3049@utec.edu,6,Ingenieria ambiental,202358043
1052,Yoshio Landry,yoshiolandry309@utec.edu,2,DS,202171460
1053,Nathaniel Camacho,nathanielcamacho6801@utec.edu,4,Ingenieria civil,202313448
1054,Liberty Merritt,libertymerritt@utec.edu,8,DS,202161744
1055,Portia Burton,portiaburton5102@utec.edu,5,CS,202236198
1056,Irene Kaufman,irenekaufman@utec.edu,6,Ingenieria quimica,202387153
1057,Abel Wooten,abelwooten@utec.edu,7,Ingenieria mecanica,202190455
1058,Colette Graves,colettegraves9823@utec.edu,4,Ingenieria quimica,202252838
1059,Demetria Hebert,demetriahebert@utec.edu,9,Bioingenieria,202359616
1060,Chandler Peters,chandlerpeters@utec.edu,2,Ingenieria industrial,202333519
1061,Amery Rollins,ameryrollins6730@utec.edu,4,Ingenieria industrial,202231548
1062,Brody Slater,brodyslater@utec.edu,3,DS,202359595
1063,Baker Christian,bakerchristian@utec.edu,7,DS,202165715
1064,Zachery Cook,zacherycook@utec.edu,7,Ingenieria civil,202117818
1065,Melinda Hill,melindahill@utec.edu,4,Ingenieria industrial,202342049
1066,Zane Wells,zanewells@utec.edu,2,Ingenieria mecatronica,202141636
1067,Xantha Gray,xanthagray@utec.edu,7,Ingenieria mecatronica,202172809
1068,Yvette Lancaster,yvettelancaster@utec.edu,3,Administracion de negocios,202247486
1069,Malcolm Alvarado,malcolmalvarado4420@utec.edu,8,Ingenieria mecanica,202126367
1070,Tara Franco,tarafranco@utec.edu,5,Ingenieria ambiental,202380118
1071,Sasha Olson,sashaolson705@utec.edu,5,Ingenieria quimica,202224578
1072,Emerson Parrish,emersonparrish@utec.edu,2,Ingenieria mecanica,202190644
1073,Philip O'Neill,philiponeill@utec.edu,4,DS,202257185
1074,Georgia Orr,georgiaorr8283@utec.edu,3,Bioingenieria,202178894
1075,Breanna Gill,breannagill8342@utec.edu,6,Ingenieria electronica,202187892
1076,Brenden Eaton,brendeneaton@utec.edu,9,Ingenieria quimica,202258584
1077,Xenos Knight,xenosknight@utec.edu,8,Ingenieria mecanica,202202921
1078,Conan Conner,conanconner7416@utec.edu,6,Ingenieria ambiental,202229639
1079,Barrett Trevino,barretttrevino2679@utec.edu,5,Ingenieria mecatronica,202380343
1080,Faith Daugherty,faithdaugherty4274@utec.edu,2,Ingenieria mecanica,202212846
1081,Ivan Ashley,ivanashley@utec.edu,5,Ingenieria mecatronica,202399835
1082,Myra Hartman,myrahartman@utec.edu,6,Ingenieria electronica,202127043
1083,Amy Gamble,amygamble@utec.edu,7,Ingenieria mecanica,202380969
1084,Quynn Hodges,quynnhodges@utec.edu,7,Ingenieria de la energia,202213962
1085,Chester Sharp,chestersharp2547@utec.edu,4,CS,202111041
1086,Tanner Gordon,tannergordon9207@utec.edu,8,Bioingenieria,202236097
1087,Josephine Roth,josephineroth5733@utec.edu,9,Ingenieria mecanica,202365534
1088,Tasha Valdez,tashavaldez@utec.edu,5,Bioingenieria,202157962
1089,Alec Mcfadden,alecmcfadden@utec.edu,9,Administracion de negocios,202290709
1090,Octavia Dudley,octaviadudley1323@utec.edu,2,Ingenieria civil,202139974
1091,Samantha Madden,samanthamadden9662@utec.edu,4,DS,202292573
1092,Deborah Velez,deborahvelez@utec.edu,6,Ingenieria mecatronica,202344636
1093,Beck Powell,beckpowell1496@utec.edu,8,Ingenieria electronica,202181259
1094,Neville Haynes,nevillehaynes8871@utec.edu,2,Administracion de negocios,202317877
1095,Felicia Mcdonald,feliciamcdonald@utec.edu,6,Ingenieria de la energia,202164514
1096,Doris Horne,dorishorne@utec.edu,9,Bioingenieria,202302121
1097,Stacey Hahn,staceyhahn2037@utec.edu,7,Ingenieria de la energia,202321298
1098,Adrienne Francis,adriennefrancis9853@utec.edu,4,DS,202338251
1099,Cain Dominguez,caindominguez@utec.edu,6,Ingenieria civil,202358509
1100,Nathaniel Blevins,nathanielblevins@utec.edu,2,Ingenieria electronica,202138771
1101,Cody Sears,codysears8389@utec.edu,9,Ingenieria ambiental,202308581
1102,Zenaida Kane,zenaidakane6947@utec.edu,3,DS,202125624
1103,Suki Waters,sukiwaters7251@utec.edu,1,Ingenieria industrial,202283810
1104,Colorado Richard,coloradorichard2774@utec.edu,6,Ingenieria ambiental,202240512
1105,Bert Newman,bertnewman5085@utec.edu,7,Ingenieria civil,202130445
1106,Abraham Gonzalez,abrahamgonzalez4098@utec.edu,3,Ingenieria de la energia,202372630
1107,Ruth Matthews,ruthmatthews9497@utec.edu,1,Bioingenieria,202376425
1108,Darrel Hunt,darrelhunt@utec.edu,9,Bioingenieria,202204471
1109,Alvin Harper,alvinharper@utec.edu,8,Ingenieria quimica,202387236
